Hospital overall rating,Mortality national comparison,Readmission national comparison,Patient experience national comparison,Effectiveness of care national comparison,Timeliness of care national comparison,Median Time Spent in Emergency Department Before Leaving,Median Time Spent in Emergency Department After Doctor Decides to Admit as Inpatient,Median Household Income,% of 25+ with High School Degree or Higher,% of 25+ with Bachelor Degree or Higher,Median Age,%65+,%White,%Black,%Hispanic/Latino
4.0,0.0,0.0,0.0,0.0,1.0,100.0,59.0,37683.0,83.2,13.7,45.2,21.4,96.3,2.4,1.9
3.0,0.0,-1.0,1.0,0.0,-1.0,154.0,120.0,67651.0,92.3,37.6,36.6,14.5,77.3,16.2,9.8
2.0,0.0,-1.0,-1.0,-1.0,0.0,158.0,79.0,36949.0,83.4,15.2,38.2,16.5,66.1,33.6,5.9
3.0,-1.0,1.0,0.0,-1.0,0.0,146.0,100.0,44804.0,86.6,45.4,30.0,8.1,64.9,24.0,6.1
2.0,0.0,-1.0,-1.0,0.0,-1.0,270.0,186.0,84645.0,94.1,68.6,35.5,12.9,53.5,33.9,13.5
2.0,-1.0,1.0,-1.0,0.0,0.0,160.0,84.0,50620.0,91.0,15.9,38.7,15.9,89.0,12.4,18.0
3.0,0.0,-1.0,-1.0,0.0,1.0,178.0,99.0,61379.0,93.3,51.6,37.6,17.0,88.6,3.1,20.0
4.0,0.0,1.0,0.0,0.0,-1.0,126.0,160.0,59243.0,87.6,29.0,38.3,15.9,70.9,18.8,25.9
2.0,-1.0,-1.0,-1.0,0.0,-1.0,138.0,215.0,88792.0,92.6,35.2,43.4,23.0,78.3,8.8,19.8
4.0,0.0,1.0,0.0,0.0,1.0,155.0,60.0,121818.0,97.2,62.0,41.8,15.3,88.2,5.3,3.7
4.0,0.0,-1.0,0.0,0.0,-1.0,192.0,177.0,62439.0,92.1,38.7,40.3,16.7,89.7,3.9,2.9
4.0,0.0,0.0,0.0,0.0,-1.0,188.0,173.0,72157.0,94.1,40.1,59.4,38.7,92.5,5.8,3.8
4.0,0.0,0.0,1.0,0.0,0.0,91.0,56.0,51544.0,98.5,50.9,43.5,18.7,91.2,3.6,3.7
,,,,,0.0,121.0,20.0,47257.0,87.3,18.7,40.9,17.6,98.5,0.8,14.3
1.0,0.0,-1.0,-1.0,0.0,-1.0,152.0,156.0,45041.0,84.7,38.4,35.3,14.5,13.9,75.6,21.4
,,,,,0.0,93.0,70.0,64840.0,96.1,37.8,34.3,13.8,87.8,7.4,13.1
3.0,0.0,-1.0,1.0,,,,,50068.0,85.0,19.7,44.0,19.1,98.7,1.2,0.8
3.0,0.0,1.0,-1.0,0.0,0.0,120.0,94.0,35054.0,75.9,11.9,38.7,17.0,76.2,23.2,3.1
3.0,0.0,0.0,,,1.0,85.0,4.0,37306.0,70.8,10.6,35.9,18.0,83.4,11.3,44.2
,,,,,1.0,108.0,51.0,51358.0,91.0,18.0,46.5,22.6,79.9,0.6,1.9
,,,,,,,,20874.0,82.3,24.3,34.6,13.7,19.5,81.4,0.3
,,,,-1.0,0.0,133.0,36.0,45042.0,83.9,25.1,49.7,25.1,97.2,0.0,6.1
4.0,,0.0,1.0,,1.0,115.0,47.0,62457.0,93.4,17.4,44.5,17.6,96.9,2.2,3.1
4.0,0.0,1.0,0.0,0.0,1.0,110.0,68.0,31140.0,72.5,11.9,43.5,21.0,84.2,15.2,2.3
4.0,0.0,1.0,0.0,0.0,1.0,118.0,68.0,42873.0,89.7,19.2,40.9,18.7,79.2,19.7,5.7
,,,1.0,,,,,55685.0,91.4,26.4,45.2,21.3,92.5,7.4,1.6
3.0,0.0,1.0,-1.0,0.0,-1.0,161.0,186.0,45053.0,85.1,21.4,45.0,20.9,92.8,7.5,2.6
,,,,,0.0,115.0,10.0,48333.0,84.4,22.7,41.4,23.0,97.9,0.4,25.5
3.0,0.0,0.0,0.0,,0.0,107.0,70.0,48929.0,90.6,16.7,34.4,14.0,91.9,4.1,14.9
2.0,0.0,-1.0,,0.0,1.0,132.0,60.0,28927.0,75.8,13.8,38.8,19.5,84.5,14.4,3.7
3.0,0.0,0.0,,0.0,1.0,84.0,61.0,51045.0,91.5,24.4,42.4,19.3,99.2,1.3,0.3
,,,,,,,23.0,84432.0,93.9,26.6,43.8,17.9,94.0,2.1,2.2
4.0,0.0,1.0,1.0,0.0,0.0,155.0,74.0,54852.0,90.9,23.0,47.8,25.0,99.0,0.8,0.6
,,,,,,,,53007.0,90.0,31.7,33.6,13.4,80.9,16.8,7.9
3.0,0.0,-1.0,0.0,0.0,0.0,148.0,104.0,59018.0,90.7,26.5,38.7,15.4,90.5,5.3,5.5
3.0,0.0,-1.0,1.0,,,,,43301.0,89.7,12.5,45.3,21.1,98.7,0.0,0.4
1.0,1.0,-1.0,-1.0,0.0,-1.0,196.0,221.0,125369.0,96.0,50.2,45.3,18.8,93.4,1.4,4.4
2.0,0.0,-1.0,-1.0,0.0,1.0,101.0,85.0,73486.0,92.9,32.6,34.1,8.8,61.6,11.3,19.2
5.0,0.0,1.0,1.0,0.0,0.0,123.0,80.0,70318.0,91.4,17.8,35.7,15.3,95.0,0.3,11.8
2.0,1.0,-1.0,-1.0,-1.0,-1.0,197.0,145.0,56781.0,90.1,25.8,40.9,19.6,81.7,11.0,9.0
5.0,0.0,1.0,1.0,0.0,0.0,199.0,109.0,76546.0,95.1,46.3,34.6,13.8,88.0,8.0,12.8
2.0,0.0,-1.0,-1.0,0.0,-1.0,205.0,112.0,106693.0,93.3,40.0,44.4,21.1,88.5,1.3,9.5
3.0,0.0,-1.0,-1.0,0.0,-1.0,183.0,210.0,77185.0,91.6,36.2,39.4,17.1,88.7,2.9,33.6
1.0,1.0,-1.0,-1.0,0.0,-1.0,240.0,277.0,37015.0,73.9,19.2,33.7,11.0,25.3,37.5,52.3
5.0,0.0,1.0,1.0,0.0,0.0,127.0,88.0,54321.0,87.2,18.6,41.7,18.4,97.3,2.8,3.8
4.0,0.0,1.0,1.0,0.0,0.0,179.0,156.0,59767.0,82.9,40.4,32.3,7.1,59.0,24.7,25.1
4.0,0.0,1.0,0.0,0.0,0.0,129.0,71.0,45379.0,82.8,18.0,37.7,16.9,95.7,4.1,4.9
4.0,1.0,1.0,-1.0,0.0,-1.0,164.0,184.0,61367.0,87.3,22.0,38.5,14.8,62.1,21.3,32.8
5.0,,1.0,1.0,0.0,0.0,124.0,102.0,67113.0,92.7,18.7,37.4,12.2,97.8,0.7,1.5
3.0,0.0,0.0,,,1.0,86.0,30.0,32750.0,86.5,9.1,51.3,27.6,99.5,2.5,1.1
1.0,0.0,-1.0,-1.0,0.0,-1.0,167.0,107.0,28069.0,71.7,13.7,35.8,13.3,18.3,74.7,23.4
4.0,0.0,1.0,0.0,0.0,1.0,101.0,39.0,47669.0,85.0,15.2,42.0,19.5,84.9,16.3,3.4
4.0,0.0,0.0,0.0,,1.0,115.0,28.0,48790.0,85.7,14.1,41.7,19.5,95.0,4.5,3.4
2.0,1.0,-1.0,-1.0,0.0,-1.0,111.0,189.0,80998.0,97.4,68.4,34.7,9.2,71.4,7.8,10.7
2.0,-1.0,-1.0,-1.0,0.0,-1.0,195.0,250.0,35412.0,80.5,18.2,30.8,12.1,71.5,14.2,39.2
,,,,,1.0,81.0,3.0,51048.0,93.5,23.0,46.8,24.4,99.2,0.2,0.7
3.0,0.0,0.0,0.0,0.0,0.0,102.0,100.0,44599.0,88.2,18.1,43.2,18.5,97.4,4.0,1.2
4.0,0.0,1.0,1.0,0.0,0.0,134.0,115.0,62813.0,89.6,28.6,36.2,14.5,92.7,2.5,36.1
4.0,0.0,0.0,,,1.0,104.0,35.0,71305.0,84.2,24.8,39.3,16.0,95.2,0.0,17.7
2.0,-1.0,1.0,0.0,0.0,-1.0,201.0,161.0,53239.0,94.8,63.5,27.2,12.0,77.8,6.4,5.7
3.0,0.0,1.0,0.0,0.0,1.0,108.0,59.0,41563.0,90.3,20.5,37.3,17.4,91.6,7.3,5.3
5.0,1.0,0.0,0.0,0.0,-1.0,168.0,194.0,80475.0,95.3,58.6,44.2,23.3,59.4,34.5,2.6
4.0,0.0,1.0,-1.0,0.0,1.0,134.0,54.0,45928.0,91.6,23.2,57.6,34.5,93.4,1.2,5.7
2.0,0.0,-1.0,-1.0,0.0,-1.0,159.0,122.0,59904.0,80.3,17.8,33.3,12.2,79.1,6.8,49.6
4.0,0.0,1.0,1.0,0.0,0.0,176.0,93.0,106581.0,97.3,57.0,49.2,18.0,93.7,2.5,4.1
3.0,0.0,0.0,,,1.0,102.0,69.0,34452.0,82.0,18.2,41.1,18.4,64.3,34.3,1.1
2.0,0.0,-1.0,0.0,0.0,1.0,135.0,57.0,39784.0,78.0,11.5,44.2,19.6,48.5,50.8,1.1
2.0,0.0,-1.0,,0.0,1.0,103.0,50.0,30966.0,81.4,12.4,41.3,19.3,44.9,54.4,0.0
5.0,1.0,1.0,1.0,0.0,0.0,186.0,128.0,111774.0,97.1,71.6,47.5,23.2,81.3,8.3,4.2
,,,,,,266.0,,31496.0,85.8,15.0,36.9,17.6,63.1,21.3,10.0
5.0,,,1.0,0.0,0.0,130.0,,54692.0,86.3,24.3,31.4,9.2,88.8,3.4,86.8
4.0,0.0,1.0,0.0,0.0,-1.0,181.0,158.0,74560.0,94.7,52.9,35.6,11.1,78.0,16.0,5.2
4.0,0.0,0.0,1.0,0.0,0.0,128.0,119.0,45763.0,83.0,19.9,49.7,26.6,77.1,0.6,19.2
4.0,0.0,1.0,0.0,0.0,-1.0,139.0,196.0,40827.0,74.8,13.0,34.6,14.4,96.0,1.0,85.0
4.0,0.0,1.0,0.0,0.0,1.0,100.0,44.0,51151.0,71.0,16.5,33.5,14.4,73.1,7.3,38.2
5.0,0.0,1.0,1.0,,1.0,105.0,49.0,46724.0,91.8,18.9,55.1,32.7,97.8,0.8,1.7
,,,1.0,,,,,49623.0,91.2,39.8,36.4,15.3,69.2,24.5,9.3
2.0,0.0,-1.0,0.0,0.0,0.0,127.0,151.0,45912.0,84.9,20.5,34.3,12.5,62.1,36.9,5.3
2.0,0.0,-1.0,-1.0,0.0,0.0,128.0,93.0,33653.0,80.7,16.9,35.4,15.8,53.6,38.4,8.5
4.0,,0.0,,0.0,0.0,85.0,94.0,41079.0,86.6,16.7,46.4,21.6,94.9,4.3,2.6
1.0,0.0,-1.0,-1.0,0.0,-1.0,152.0,150.0,39761.0,88.2,17.7,50.7,27.3,86.4,12.5,10.2
4.0,1.0,0.0,1.0,0.0,-1.0,138.0,188.0,57926.0,87.8,29.4,42.1,19.8,78.6,17.5,32.9
3.0,-1.0,-1.0,0.0,0.0,0.0,158.0,100.0,51534.0,90.7,27.3,39.0,17.6,93.0,3.7,3.2
2.0,0.0,-1.0,0.0,,,,,50256.0,91.2,17.2,42.7,19.2,97.0,2.3,1.8
3.0,1.0,-1.0,0.0,0.0,-1.0,233.0,197.0,76203.0,96.2,54.0,37.5,15.5,91.1,4.2,2.7
,,,,,1.0,85.0,12.0,45094.0,81.0,15.8,44.3,28.3,95.0,0.0,1.9
3.0,0.0,0.0,0.0,0.0,1.0,135.0,78.0,36409.0,87.2,15.3,39.1,18.0,56.3,40.0,3.7
2.0,0.0,-1.0,0.0,-1.0,0.0,166.0,118.0,83305.0,79.3,18.4,35.0,11.4,85.8,1.6,61.2
,,,,,,,,44750.0,80.8,19.4,39.9,20.4,97.5,0.0,3.3
3.0,0.0,0.0,,,0.0,106.0,30.0,48841.0,86.6,14.1,41.3,19.4,98.1,1.8,10.8
,,-1.0,,,0.0,90.0,96.0,44208.0,89.9,17.7,47.7,20.3,97.8,1.5,0.6
2.0,-1.0,-1.0,0.0,-1.0,-1.0,228.0,125.0,53309.0,87.8,23.1,37.8,14.0,84.7,5.2,9.0
2.0,1.0,-1.0,-1.0,0.0,-1.0,172.0,204.0,79950.0,95.8,34.5,40.7,14.4,82.5,10.0,5.8
2.0,1.0,-1.0,-1.0,-1.0,-1.0,176.0,129.0,61408.0,94.5,43.9,37.0,16.5,77.4,11.4,8.6
4.0,,0.0,1.0,0.0,1.0,122.0,52.0,55992.0,92.8,19.6,38.5,20.5,98.0,0.7,1.0
4.0,1.0,1.0,0.0,0.0,0.0,158.0,93.0,78924.0,96.1,39.8,42.2,16.0,95.8,2.5,1.9
4.0,0.0,1.0,0.0,-1.0,-1.0,145.0,278.0,66723.0,90.9,29.0,31.7,11.3,53.8,10.5,9.4
4.0,0.0,1.0,1.0,0.0,1.0,126.0,51.0,62233.0,96.6,37.4,46.7,20.6,94.8,2.6,2.7
1.0,1.0,-1.0,-1.0,0.0,0.0,161.0,180.0,64091.0,90.7,53.7,38.2,14.8,70.7,3.4,21.2
3.0,0.0,0.0,1.0,0.0,1.0,109.0,92.0,57672.0,95.3,43.5,31.7,11.7,94.9,2.5,7.0
4.0,0.0,1.0,0.0,1.0,0.0,145.0,122.0,26505.0,77.4,12.3,36.0,13.4,66.0,21.5,31.9
4.0,0.0,1.0,1.0,,0.0,134.0,87.0,49559.0,89.8,20.9,44.3,21.6,96.2,1.2,4.0
1.0,-1.0,-1.0,0.0,0.0,0.0,168.0,89.0,40306.0,84.5,17.9,36.7,16.5,72.2,27.2,3.7
3.0,1.0,-1.0,1.0,0.0,-1.0,250.0,224.0,28785.0,86.5,33.5,30.7,11.5,17.7,77.4,2.8
4.0,0.0,1.0,0.0,0.0,1.0,86.0,98.0,45112.0,86.9,19.5,38.2,16.4,89.4,6.5,6.7
3.0,0.0,1.0,0.0,-1.0,1.0,107.0,73.0,48612.0,90.5,21.5,52.2,26.7,97.4,0.7,2.6
3.0,0.0,0.0,,0.0,1.0,104.0,55.0,51465.0,76.8,18.8,35.8,15.4,87.0,9.3,48.3
4.0,-1.0,1.0,1.0,0.0,0.0,158.0,75.0,63332.0,89.9,32.2,32.6,12.2,92.3,2.6,20.1
4.0,1.0,1.0,0.0,0.0,0.0,148.0,109.0,42024.0,88.5,22.7,34.7,11.9,62.8,39.3,2.7
4.0,0.0,1.0,,,1.0,116.0,72.0,53576.0,93.3,19.0,42.7,19.2,97.8,1.7,2.1
3.0,0.0,0.0,0.0,0.0,1.0,130.0,56.0,50685.0,91.5,23.1,42.2,20.0,89.4,8.2,3.2
,,,,,,,,63791.0,86.5,16.2,42.4,18.1,99.5,1.3,2.9
4.0,0.0,0.0,1.0,0.0,1.0,99.0,62.0,46502.0,77.7,13.0,39.8,15.5,74.9,24.2,2.3
,,,,,1.0,114.0,26.0,48963.0,90.2,18.7,43.4,20.6,98.2,1.1,3.7
2.0,,1.0,0.0,0.0,-1.0,204.0,207.0,70688.0,91.4,63.3,32.5,7.6,57.7,34.5,3.3
4.0,0.0,1.0,0.0,0.0,1.0,143.0,51.0,33285.0,81.4,12.3,35.8,14.5,60.2,36.2,9.1
,,,1.0,,,,,101822.0,97.6,65.9,33.6,7.1,51.4,3.2,8.1
4.0,0.0,-1.0,0.0,0.0,1.0,107.0,78.0,49895.0,88.2,23.1,33.1,10.5,67.6,30.4,6.0
2.0,0.0,-1.0,-1.0,0.0,-1.0,174.0,184.0,91242.0,92.6,31.0,39.0,13.5,53.9,11.0,34.3
5.0,,,1.0,0.0,,84.0,,60185.0,96.0,49.4,38.9,19.8,80.6,12.0,7.7
1.0,0.0,-1.0,-1.0,0.0,0.0,124.0,88.0,38300.0,76.7,17.2,34.3,16.7,72.3,28.8,18.9
5.0,0.0,1.0,0.0,0.0,-1.0,222.0,128.0,77412.0,94.5,63.0,33.2,18.0,78.2,17.4,3.8
4.0,0.0,1.0,1.0,0.0,-1.0,152.0,207.0,64461.0,95.5,42.7,44.2,21.8,93.4,4.8,2.2
3.0,0.0,-1.0,0.0,0.0,0.0,148.0,87.0,57585.0,88.6,16.5,44.6,17.6,97.3,3.2,1.7
4.0,,0.0,1.0,0.0,0.0,116.0,48.0,47676.0,85.5,19.1,38.2,14.5,91.3,8.8,3.1
2.0,0.0,0.0,-1.0,0.0,-1.0,296.0,413.0,69824.0,83.8,34.5,42.6,20.5,34.8,7.7,39.3
2.0,0.0,1.0,-1.0,0.0,-1.0,174.0,353.0,42101.0,75.4,23.7,39.2,16.6,93.7,2.4,68.7
4.0,0.0,1.0,1.0,0.0,1.0,141.0,57.0,50609.0,88.5,15.8,40.6,18.2,95.7,3.5,8.0
4.0,0.0,1.0,1.0,,1.0,123.0,47.0,57188.0,92.7,30.4,44.0,24.4,98.3,1.4,2.7
4.0,,0.0,,,1.0,91.0,18.0,54886.0,91.5,21.4,47.1,22.2,94.0,2.2,4.8
4.0,1.0,1.0,0.0,0.0,-1.0,254.0,198.0,102896.0,95.6,64.2,39.2,15.9,58.9,28.8,8.7
5.0,1.0,1.0,1.0,0.0,0.0,147.0,151.0,74394.0,96.6,60.9,38.6,16.9,72.9,7.5,4.8
2.0,0.0,1.0,-1.0,0.0,-1.0,212.0,210.0,50260.0,88.0,27.3,35.4,12.5,74.1,18.7,10.4
3.0,0.0,0.0,0.0,0.0,1.0,105.0,54.0,50560.0,91.8,18.1,45.2,22.1,90.4,1.0,2.6
5.0,1.0,1.0,0.0,0.0,-1.0,147.0,155.0,57252.0,78.8,25.5,34.6,10.4,58.6,6.5,48.3
,,,,,,85.0,,78664.0,98.0,37.8,47.2,20.1,74.9,1.7,8.9
,,,,,1.0,90.0,9.0,47667.0,91.9,17.8,46.9,24.1,98.7,1.6,1.5
3.0,1.0,0.0,-1.0,0.0,-1.0,219.0,125.0,43609.0,85.6,16.6,37.0,14.9,50.5,46.6,7.7
5.0,0.0,1.0,1.0,0.0,1.0,96.0,39.0,47153.0,91.9,35.8,37.8,18.4,97.6,0.6,2.3
3.0,1.0,-1.0,1.0,0.0,0.0,178.0,118.0,37059.0,68.9,11.0,38.1,16.2,82.5,9.5,10.6
3.0,-1.0,-1.0,1.0,0.0,0.0,133.0,68.0,57142.0,89.5,30.5,35.2,15.2,79.1,9.8,19.4
,,,,,,,6.0,46250.0,90.0,17.5,39.2,17.7,98.9,3.2,10.2
1.0,0.0,-1.0,-1.0,0.0,-1.0,173.0,122.0,43921.0,73.2,10.9,34.7,11.8,46.0,8.7,60.1
3.0,1.0,-1.0,-1.0,0.0,-1.0,194.0,113.0,103345.0,95.9,64.4,39.7,12.9,60.5,35.8,11.5
4.0,0.0,1.0,1.0,0.0,1.0,153.0,42.0,51166.0,87.8,21.7,39.3,18.8,98.1,0.6,2.8
3.0,0.0,-1.0,-1.0,0.0,-1.0,177.0,188.0,43813.0,90.1,18.1,39.9,17.2,96.7,4.3,1.3
3.0,0.0,1.0,0.0,0.0,1.0,138.0,87.0,56480.0,86.8,30.7,37.1,14.6,90.2,1.4,32.9
4.0,,0.0,1.0,1.0,,,137.0,80546.0,80.9,18.3,38.6,15.7,19.4,2.2,9.8
2.0,0.0,-1.0,-1.0,0.0,-1.0,134.0,170.0,53174.0,81.8,26.0,33.7,12.7,26.0,64.8,17.5
3.0,0.0,-1.0,1.0,,,,,40188.0,85.0,20.9,41.7,22.0,97.0,2.0,2.7
,,,,,0.0,89.0,80.0,58259.0,92.5,20.7,45.4,20.8,99.7,1.3,0.4
4.0,1.0,-1.0,1.0,0.0,0.0,178.0,74.0,63557.0,93.3,24.7,43.6,18.7,90.9,5.7,5.0
,,,,,,77.0,33.0,43558.0,87.6,16.3,39.2,19.1,96.1,2.3,8.1
5.0,0.0,1.0,1.0,0.0,0.0,122.0,85.0,76751.0,94.5,34.8,35.8,12.4,85.8,3.4,6.3
4.0,1.0,1.0,-1.0,0.0,-1.0,171.0,200.0,42857.0,63.9,17.4,33.4,9.5,40.7,3.7,72.9
3.0,,0.0,0.0,-1.0,0.0,182.0,43.0,35111.0,86.4,14.1,44.1,22.3,64.1,34.1,3.2
,,,,,0.0,123.0,52.0,47009.0,93.4,19.5,48.2,23.6,96.2,1.0,0.2
3.0,0.0,-1.0,0.0,0.0,0.0,153.0,95.0,52200.0,91.5,23.6,33.3,12.3,64.7,26.7,13.7
4.0,0.0,1.0,,0.0,1.0,115.0,45.0,43432.0,90.3,21.3,40.7,21.9,96.7,0.6,2.7
4.0,,1.0,1.0,,0.0,,39.0,52426.0,90.0,20.4,45.4,22.8,89.0,1.1,17.6
4.0,0.0,1.0,1.0,0.0,-1.0,226.0,143.0,42149.0,85.7,23.8,33.9,15.0,88.1,9.2,25.7
,,,,,,92.0,55.0,57732.0,93.3,25.2,45.5,19.7,98.9,0.5,0.9
2.0,0.0,-1.0,0.0,0.0,-1.0,164.0,233.0,31113.0,74.7,13.9,35.3,12.8,71.1,15.0,60.5
4.0,0.0,0.0,1.0,,,,,50061.0,87.0,16.1,45.7,20.5,99.5,0.5,1.9
4.0,0.0,1.0,1.0,0.0,0.0,189.0,89.0,42076.0,91.1,47.3,34.3,13.2,80.4,15.9,6.0
3.0,,0.0,,0.0,0.0,133.0,90.0,17973.0,82.2,7.8,34.4,15.7,3.2,96.4,0.7
4.0,0.0,1.0,1.0,0.0,0.0,166.0,104.0,76732.0,90.3,38.5,38.9,12.8,93.5,0.7,25.4
4.0,1.0,1.0,0.0,0.0,-1.0,273.0,202.0,90102.0,94.9,54.1,40.7,16.2,51.3,2.7,11.9
3.0,0.0,0.0,0.0,0.0,0.0,125.0,73.0,44867.0,86.2,12.8,43.0,18.3,96.6,2.7,4.4
2.0,-1.0,-1.0,0.0,0.0,1.0,150.0,71.0,41243.0,86.1,20.5,53.4,27.8,88.8,9.3,0.8
2.0,-1.0,1.0,-1.0,-1.0,0.0,181.0,106.0,24100.0,73.8,10.2,33.1,11.2,43.5,49.5,25.6
3.0,0.0,-1.0,1.0,0.0,1.0,112.0,59.0,36888.0,78.2,12.3,43.8,18.6,98.0,0.6,1.4
1.0,-1.0,-1.0,-1.0,0.0,-1.0,266.0,344.0,24702.0,76.1,18.0,37.7,11.7,46.9,51.3,48.4
3.0,0.0,1.0,-1.0,0.0,-1.0,177.0,196.0,123576.0,88.3,57.2,37.1,10.2,60.7,5.0,33.8
,0.0,0.0,,,,,62.0,49307.0,85.3,15.4,35.7,13.6,91.0,3.8,26.2
,,0.0,,,,,,36636.0,86.5,14.4,38.9,19.5,86.2,8.6,13.8
1.0,0.0,-1.0,-1.0,1.0,0.0,146.0,115.0,54621.0,89.2,28.7,35.3,10.0,59.8,32.2,31.2
3.0,0.0,-1.0,0.0,0.0,1.0,110.0,54.0,39859.0,86.8,15.2,42.6,19.8,96.6,4.3,1.6
4.0,0.0,0.0,0.0,0.0,,84.0,,45589.0,79.7,17.7,36.7,16.5,93.5,2.1,21.8
,,,,,,,,35770.0,92.2,46.9,48.8,24.4,81.6,18.2,8.7
2.0,0.0,-1.0,0.0,0.0,-1.0,214.0,165.0,83970.0,94.9,44.9,42.2,18.5,80.5,10.0,4.1
3.0,-1.0,1.0,-1.0,-1.0,-1.0,150.0,161.0,63612.0,90.9,26.3,38.5,16.2,97.7,1.3,2.3
,,,1.0,,0.0,83.0,,55644.0,85.3,28.0,35.5,14.3,72.2,20.3,23.9
4.0,,1.0,1.0,0.0,-1.0,186.0,75.0,29219.0,80.6,8.5,36.8,15.0,80.4,18.2,4.5
,,0.0,,,1.0,59.0,33.0,27265.0,84.7,6.8,40.7,16.9,29.7,70.5,2.4
3.0,0.0,0.0,,,1.0,108.0,35.0,41641.0,85.1,22.8,45.5,22.3,60.9,39.0,5.2
2.0,0.0,-1.0,-1.0,0.0,0.0,140.0,100.0,44220.0,87.9,17.5,39.4,18.7,98.0,0.9,2.3
3.0,0.0,1.0,-1.0,-1.0,0.0,128.0,71.0,44954.0,83.0,12.7,36.2,15.4,77.3,20.4,5.3
4.0,0.0,-1.0,1.0,,,,67.0,67312.0,94.9,33.5,44.9,23.9,98.2,1.4,2.0
3.0,0.0,0.0,,0.0,1.0,102.0,54.0,34683.0,80.2,13.2,38.5,17.4,72.2,1.4,4.1
2.0,0.0,1.0,-1.0,0.0,0.0,135.0,55.0,51600.0,90.8,27.7,40.5,15.8,80.7,19.4,1.8
,,0.0,,,,107.0,,48508.0,91.2,26.8,40.5,16.7,94.1,0.5,10.1
,,,,,,97.0,,93233.0,99.0,47.4,33.3,5.3,83.5,12.4,11.8
5.0,1.0,1.0,1.0,0.0,0.0,114.0,102.0,118451.0,96.6,65.6,40.2,14.6,81.4,4.1,6.7
4.0,1.0,-1.0,1.0,0.0,-1.0,182.0,122.0,159536.0,98.3,75.8,42.8,17.5,85.6,0.8,2.1
2.0,0.0,-1.0,-1.0,0.0,-1.0,160.0,150.0,93988.0,93.0,69.2,31.7,5.9,81.6,8.1,21.9
3.0,0.0,0.0,1.0,0.0,1.0,114.0,42.0,60644.0,92.9,23.7,48.1,24.1,98.0,1.2,3.1
3.0,1.0,-1.0,-1.0,0.0,0.0,140.0,125.0,84509.0,90.1,42.4,43.9,18.9,58.3,1.4,17.1
3.0,0.0,1.0,0.0,-1.0,-1.0,262.0,174.0,37420.0,90.7,51.3,30.8,10.6,79.8,4.8,37.0
,,,,,,88.0,49.0,54960.0,87.9,24.7,47.0,30.0,96.1,2.3,0.4
,,,,,1.0,105.0,15.0,51250.0,90.7,21.4,44.2,24.6,94.2,1.8,13.3
3.0,0.0,-1.0,-1.0,0.0,-1.0,210.0,185.0,59136.0,93.1,26.8,41.7,19.0,84.4,14.0,2.4
,,0.0,,,,117.0,15.0,39518.0,88.9,17.1,34.9,15.4,50.0,7.5,10.3
5.0,1.0,-1.0,,,,,,60820.0,78.1,39.6,34.7,10.5,50.8,4.8,52.4
3.0,1.0,1.0,0.0,0.0,1.0,130.0,80.0,61156.0,98.0,70.8,30.7,15.9,90.7,1.9,8.4
3.0,,0.0,,0.0,0.0,114.0,34.0,37996.0,85.0,18.4,41.4,17.7,45.9,53.4,0.8
4.0,,-1.0,1.0,,1.0,102.0,29.0,43197.0,88.2,16.9,46.6,21.5,97.5,1.0,2.6
4.0,1.0,1.0,-1.0,0.0,-1.0,244.0,180.0,52005.0,86.7,27.2,36.5,15.3,80.4,16.1,19.1
,,0.0,,,,100.0,,53956.0,87.8,18.6,39.0,16.6,84.3,3.7,5.3
4.0,0.0,0.0,0.0,0.0,-1.0,171.0,163.0,95106.0,95.2,52.2,39.3,14.3,82.4,9.3,3.4
4.0,,1.0,,0.0,1.0,92.0,39.0,36420.0,84.7,13.8,43.2,22.4,88.3,0.6,20.2
4.0,0.0,1.0,,,1.0,102.0,78.0,57337.0,89.1,17.4,43.7,20.8,99.3,1.3,2.0
3.0,0.0,-1.0,0.0,0.0,0.0,123.0,58.0,50287.0,83.9,17.1,37.2,15.3,80.1,18.9,5.4
2.0,-1.0,1.0,-1.0,0.0,-1.0,195.0,146.0,46839.0,88.2,15.7,39.6,15.2,90.3,4.2,14.3
4.0,0.0,1.0,0.0,0.0,-1.0,160.0,189.0,41493.0,89.2,20.1,38.1,16.1,93.6,2.0,8.1
2.0,-1.0,1.0,-1.0,1.0,-1.0,178.0,152.0,52701.0,96.1,36.5,69.0,61.3,96.1,1.4,2.0
2.0,0.0,1.0,-1.0,,-1.0,158.0,110.0,28683.0,71.2,10.4,35.1,11.0,21.0,75.7,4.8
,,,,,,,,43776.0,85.1,16.2,30.6,11.9,46.1,0.9,4.5
,,,,,,154.0,120.0,,100.0,11.5,22.2,0.0,55.3,28.0,17.2
3.0,-1.0,1.0,-1.0,0.0,0.0,146.0,73.0,51953.0,89.0,24.2,38.0,16.8,93.8,3.3,3.5
,,,,,,84.0,,49038.0,79.6,19.4,57.9,41.3,96.6,0.0,0.2
3.0,0.0,-1.0,1.0,0.0,1.0,71.0,37.0,36483.0,86.7,13.5,43.7,20.2,97.7,1.0,0.0
4.0,1.0,-1.0,1.0,0.0,0.0,224.0,65.0,72381.0,97.4,58.0,36.4,17.4,88.1,5.0,4.4
,,,,,,,,63755.0,93.7,32.2,46.2,24.6,96.2,2.4,7.1
,,,,,1.0,110.0,5.0,51453.0,87.9,16.0,50.9,26.1,99.7,0.0,2.0
